from_lncRNA,to_mRNA
GAS5,BRCA1
GAS5,TP53
CYTOR,IL24
H19,LIN28A
TUG1,VEGFA
HIT000218960,HMGA2
XIST,MACC1
PTCSC2,FOXE1
CRNDE,TCF4
CRNDE,CTNNB1
SNHG12,MAP3K11
MALAT1,ITGB1
TUG1,LIMK2
MEG3,CDH1
MEG3,miR-200b
MEG3,miR-200a
MEG3,miR-429
MEG3,miR-200c
MEG3,miR-141
HOTAIR,EZH2
MALAT1,GLI2
XIST,BAG1
DLX6-AS1,PTEN
ANCR,EZH2
LINC00161,PTEN
H19,CBL
MEG3,BRI3
UCA1,ARL2
HANR,GSK3B
UPF1,MALAT1
XIST,AR
PVT1,miR-195
TUG1,EZH2
SNHG6,ZEB1
SNHG6,CDKN1B
AFAP1-AS1,MMP2
AFAP1-AS1,MMP9
XLOC_008466,MMP2
XLOC_008466,XIAP
CRNDE,E2F3
CRNDE,TCF7L2
LINC-ROR,ZEB1
XIST,miR-186-5p
TUSC7,CDK6
H19,CDH1
H19,VIM
H19,MMP9
NEAT1,CTBP2
UCA1,ABCB1
HOTAIR,miR-34a
PCBP2-OT1,RASAL1
CYTOR,HIF1A
PVT1,CDKN1A
HOTAIR,miR-663b
HOTAIR,IGF2
SNHG5,STAU1
MALAT1,PPP1R13L
miR-376c-3p,CYTOR
AC009084.3,MUC2
SNHG1,miR-195
lnc-GNAT1-1,PEBP1
MALAT1,SIRT1
GAS5,FOXO1
FOXC2-AS1,FOXC2
MRCCAT1,NPR3
CYTOR,FEZF1
HOTAIR,TNFRSF10B
LNCRNA-ATB,FERMT2
HEIH,miR-200a
HEIH,miR-200b
HEIH,miR-429
FBXL19-AS1,miR-203
POU5F1,NEAT1
POU5F1,MALAT1
CDKN2B-AS1,PARP1
CDKN2B-AS1,BCL2
H19,CYTH3
H19,GIT2
HOXA11-AS,miR-200b
CRNDE,HNRNPUL2
CASC2,PTEN
HOTAIR,SNAI2
SNHG1,ZEB1
TCONS_00026907,ELK1
PVT1,YAP1
TUSC7,miR-23b
MSTO2P,miR-335
SNHG1,CST3
TUG1,miR-145-5p
PCAT14,miR-372
PVT1,LASP1
SNHG1,CDK7
AF113014,EGR2
FENDRR,ABCB1
FENDRR,ABCC1
HOTAIR,NOTCH3
n340790,miR-1254
UCC,miR-143
HOTAIR,HIF1A
MEG3,ATG3
MIR100HG,CDK6
MIR100HG,MYCN
MIR100HG,SNCAIP
MIR100HG,KDM6A
CDKN2B-AS1,miR-125a
CANT1,JPX
CANT1,FTX
CANT1,XIST
MEG3,PI3K
HNF1A-AS1,NKD1
HNF1A-AS1,CDKN1A
SNHG20,CDH1
TUG1,ROCK1
CASC9,HIF1A
HULC,YBX1
H19,HMGA1
XIST,MAPK1
lncRNA-PE,miR-200a
lncRNA-PE,miR-200b
lncRNA-PE,ZEB1
MALAT1,AXL
UCA1,CDKN1A
UCA1,miR-495
MYCN,SNHG1
CDKN2B-AS1,CDKN2B
TUG1,PTEN
RBM24,MALAT1
EGF,LINC01089
H19,MACC1
H19,EGFR
H19,CTNNB1
H19,MAPK3
H19,MAPK1
HOTAIR,HLA-G
HOTAIR,RAB22A
MEG3,HSPA5
MEG3,NFKB1
ZEB1-AS1,BAX
ZEB1-AS1,BCL2
ZEB1-AS1,CCND1
ZEB1-AS1,CDK2
ZEB1-AS1,ZEB1
ZEB1-AS1,MMP2
ZEB1-AS1,MMP9
ZEB1-AS1,CDH2
ZEB1-AS1,ITGB1
ZEB1-AS1,CDH1
MALAT1,TGFA
SOCS2-AS1,TNFSF10
NEAT1,E2F3
TUG1,CELF1
PVT1,miR-200b
MEG3,NOTCH1
MEG3,HES1
HOTAIR,FOXM1
HOTAIR,FOXA1
HOTAIR,PDCD4
PICSAR,DUSP6
PICSAR,MAPK3
PICSAR,MAPK1
UCA1,FOXM1
CRNDE,PIWIL4
miR-148b-3p,HOTAIR
TUSC7,EPHA4
UCA1,MMP14
TUSC7,BCL2
TUG1,VEGFA
CASC11,HNRNPK
MYC,CASC11
RMRP,CCND2
DANCR,TIMP2
DANCR,TIMP3
HIF1A-AS2,HMGA1
HOXA13,HOTTIP
H19,ABCB1
H19,ABCC1
H19,ABCG2
BCYRN1,BCL2L1
LNCRNA-ATB,TGFB2
CRNDE,CASP3
CRNDE,PCNA
H19,YES1
PAUPAR,HES1
DUXAP9,TWIST1
DUXAP9,SNAI1
DUXAP9,VIM
DUXAP9,TJP1
HOTTIP,HOXA13
CDKN2B-AS1,CDKN2B
CDKN2B-AS1,BCL2
MALAT1,MMP13
MALAT1,MMP19
MALAT1,ADAMTS1
linc-UFC1,CTNNB1
linc-UFC1,MAPK1
linc-UFC1,CDK4
linc-UFC1,CCND1
linc-UFC1,RB1
AGAP2-AS1,LATS2
AGAP2-AS1,KLF2
HNF1A-AS1,BCL2
HNF1A-AS1,ATG5
H19,EZH2
GAS5,PTEN
LNCARSR,AXL
LNCARSR,MET
LINC00673,NCALD
MALAT1,CTNNB1
MALAT1,EZH2
MALAT1,LIN28A
FTX,DDX58
SNHG1,TP53
UCA1,PARP1
UCA1,BCL2
LINC-ROR,ZEB1
MALAT1,PROM1
H19,ZEB1
H19,ZEB2
FGFR3-AS1,FGFR3
PVT1,LATS2
CCAT1,MYC
LINC00668,CDKN2B
E2F1,LINC00668
LINC00668,CDKN2A
LINC00668,CDKN1A
LINC00668,CDKN1B
LINC00668,CDKN1C
MEG3,GDF15
MEG3,MDM2
XIST,SMAD7
MYC,TINCR
TINCR,EPCAM
miR-141,H19
Lnc34a,miR-34a
TP73-AS1,BDH2
TATDN1,CDH1
TATDN2,ERBB2
TATDN3,CTNNB1
TATDN1,EZR
UCA1,CREB1
AFAP1-AS1,RHOA
AFAP1-AS1,RAC2
GAS5,MMP2
BACE1-AS,BACE1
MALAT1,CDK4
MT1JP,TP53
SAMMSON,C1QBP
UCA1,CDK2
UCA1,CDKN1B
HULC,ESM1
MALAT1,PCDH10
HOTAIR,CASP2
HOTAIR,miR-125a-5p
MALAT1,AKAP9
MALAT1,SRSF1
FEZF1-AS1,FEZF1
LINC01133,KLF2
LINC01133,CDKN1A
LINC01133,CDH1
RGMB-AS1,RGMB
MEG3,TP53
MALAT1,MMP2
CCAT1,HNRNPA1
MALAT1,TJP1
MALAT1,CTNNB1
CYTOR,CDKN2B
CYTOR,CDKN2A
PANDAR,CDKN2A
PVT1,CDKN2B
PVT1,CDKN1A
SNHG12,AMOT
HOTAIR,WIF1
MALAT1,KDM5B
MALAT1,miR-448
TUG1,CDKN1C
MALAT1,FGF2
CTNNB1,KCNQ1OT1
lncRNA-NUTF2P3-001,KRAS
MALAT1,EPAS1
AOC4P,UHRF1
DNMT1,MEG3
HOTAIR,PIK3R3
NEAT1,CDK6
HOTAIR,VEGFA
HOTAIR,ANGPT2
PANTR1,CCND1
PANTR1,CDK4
PANTR1,CDKN2C
PANTR1,RB1
HOTAIR,ELAVL1
MEG3,ILF3
HOTAIR,HOXA1
TGFB1,MALAT1
MALAT1,MAP2K1
MALAT1,MAPK3
MALAT1,MAPK14
MALAT1,MAPK8
H19,CDH1
PCAT6,TP53
PCAT6,MYC
miR-190a,TRERNA1
H19,TWIST1
PVT1,MYC
H19,POU5F1
H19,NANOG
H19,CDH1
H19,FUT4
miR-675,H19
H19,PKM
MYC,H19
H19,miR-107
ETS1,BANCR
CRNDE,XIAP
CRNDE,PAK5
HOTAIR,FGF1
MEG3,TP53
MEG3,CTNNB1
TUG1,HSF2
CDKN2B-AS1,KLF2
LNCRNA-ATB,ZEB1
LNCRNA-ATB,ZNF217
LNCRNA-ATB,PTEN
MTOR,GAS5
miR-148a,HOTAIR
HOTTIP,HOXA13
AR,PCGEM1
miR-9,MALAT1
CCAT1,HMGA2
CCAT1,MYC
NBAT1,REST
HOTAIR,miR-7
SPP1,HOTAIR
EZH2,SPRY4-IT1
SPRY4-IT1,CDH1
SPRY4-IT1,VIM
LINC-ROR,miR-145
TGFB1,HOTAIR
miR-21,GAS5
E2F3,ERICD
E2F1,ERICD
loc285194,miR-211
RASSF1-AS1,RASSF1
RAB4B-EGLN2,EGLN2
MEG3,GDF15
MEG3,TP53
H19,ABCB1
E2F1,H19
MYC,SNHG12
SNHG12,MMP13
HOTAIR,MTOR
MALAT1,CTNNB1
MALAT1,NFKB1
LNCRNA-ATB,CDH1
LNCRNA-ATB,CDH1
MIR100HG,miR-125b-1
MIR100HG,BCL2
PACERR,PTGS2
TP53COR1,CCND1
TP53COR1,CDK4
TP53COR1,CDKN1A
WT1-AS,WT1
MALAT1,ZEB2
EZH2,HOTAIR
STAT3,WSPAR
WT1-AS,MAPK1
FAM30A,CTNNB1
FAM30A,VIM
TP53COR1,CDKN1A
PVT1,TSHR
PVT1,CCND1
GAS1RR,GAS1
TWIST1,GAS1RR
GAS1RR,SOX2
GAS1RR,POU5F1
YAP1,RMRP
CTNNB1,RMRP
FOXC2-AS1,ABCB1
HOXA-AS2,CDKN1A
HOXA-AS2,PLK3
HOXA-AS2,DDIT3
SP1,MALAT1
SP3,MALAT1
MYC,MINCR
MINCR,AURKA
MINCR,AURKB
MINCR,CDT1
UCA1,HULC
UCA1,CTNNB1
PCGEM1,miR-770-5p
MALINC1,PURA
PRDM16-DT,CDKN2B
PRDM16-DT,CDKN2A
NALT1,NOTCH1
STAT3,IGF2-AS
STAT3,RN7SK
RN7SK,PI4P
IGF2-AS,PI4P
BCAR4,ERBB2
BCAR4,ERBB3
SPRY4-IT1,MMP2
SPRY4-IT1,MMP9
MEG3,TP53
GAS5,CDK6
GAS5,CDKN1A
HOTTIP,CDC25C
HOTTIP,CCNB1
HOTTIP,CCND1
HOTTIP,BAD
HOTTIP,BCL2
HOTTIP,BCL2L1
TARDBP,MALAT1
EZH2,NPTN-IT1
ETS2,UCA1
MEG3,BCL2
MEG3,CASP9
LINC-ROR,TESC
TGFB1,ZEB2-AS1
ZEB2-AS1,ZEB2
AK058003,SNCG
HOTAIR,MAPK1
BRD4,HOTAIR
ZEB1-AS1,ZEB1
ZFAS1,ZEB1
ZFAS1,MMP14
ZFAS1,MMP16
HIF1A-AS1,CASP3
HIF1A-AS1,CASP8
HIF1A-AS1,BCL2
RGMB-AS1,RGMB
H19,FADD
HOTAIR,miR-218-5p
HOTAIR,BMI1
HOTAIR,CDKN2A
TGFB1,LNCRNA-ATB
HOTAIR,KIT
GAS5,YBX1
PVT1,ABCB1
PVT1,ABCC1
PVT1,MTOR
HOTAIR,CDH1
ZXF2,MYC
IATPR,CTNNB1
IATPR,VIM
IATPR,SNAI2
IATPR,ZEB1
PVT1,MRPL28
PVT1,CDKN2A
EGFR,HOTAIR
ABL1,HOTAIR
CTNNB1,HOTAIR
lnc-bc060912,PARP1
lnc-bc060912,NPM1
MALAT1,SOX2
HOTAIR,CASP3
HOTAIR,BCL2
GAS5,ANXA2
SP1,MALAT1
WIF1,MALAT1
UCA1,FGFR1
NKILA,NFKB1
NKILA,NFKBIA
NKILA,NFKBIB
MEG3,BMP4
SPRY4-IT1,ZNF703
HOTAIR,MMP2
HOTAIR,MMP9
DANCR,IL6
DANCR,TNF
LINC-ROR,PROM1
LINC-ROR,KLF4
CDKN2B-AS1,TERT
HULC,CLOCK
HULC,PPARA
HULC,ACSL1
HULC,miR-9
RXRA,HULC
MIAT,VEGFA
MEG3,MET
TET3,HIF1A-AS1
HIF1A-AS1,CASP3
HIF1A-AS1,CASP8
HIF1A-AS1,BCL2
miR-101-3p,MALAT1
miR-217,MALAT1
MALAT1,CDKN1A
MALAT1,DCTN6
MALAT1,MYBL2
MDC1-AS1,MDC1
PCGEM1,AR
PCGEM1,MYC
LINC00974,KRT19
MALAT1,PCNA
MALAT1,MMP9
MALAT1,PI3K
MALAT1,AKT1
HOTAIR,EZH2
PCAT1,miR-3667-3p
PCAT1,MYC
miR-125b-5p,HOTTIP
TP53,LOC401317
LOC401317,CDKN1A
LOC401317,CCND1
LOC401317,CCNE1
LOC401317,CASP3
LOC401317,PARP1
ESR1,NEAT1
POU3F3,DALIR
DALIR,DNMT1
HOTAIR,VEGFA
HOTAIR,MMP9
LINC-ROR,ARF6
PRAM1,NEAT1
FALEC,BMI1
FALEC,CDKN1A
MALAT1,LTBP3
miR-29b-3p,MEG3
GAS5,miR-222
EWSAT1,CCND1
MEG3,PTEN
XIST,BCL2
HOTAIR,SMAD7
HOTAIR,miR-17-5p
MEG3,miR-21-5p
MEG3,ABCC1
MEG3,ABCB1
MEG3,ABCG2
TUG1,miR-300
HULC,SIRT1
HULC,USP22
miR-200a-3p,H19
DUXAP8,EGR1
DUXAP8,RHOB
HOTAIR,MEG3
HOTAIR,miR-148b
BLACAT1,MRPL28
CRNDE,miR-451a
MALAT1,CDH5
MALAT1,CTNNB1
MALAT1,MMP14
MALAT1,MMP2
MALAT1,MMP9
MALAT1,MAPK1
MALAT1,PTK2
MALAT1,PXN
MALAT1,JAG1
SRF,HOTAIR
SP1,LINC00673
LINC00673,KLF2
LINC00673,LATS2
SP1,AGAP2-AS1
AGAP2-AS1,CDKN1A
AGAP2-AS1,CDH1
FEZF1-AS1,CDKN1A
PTCSC3,LRP6
HOTAIR,miR-454-3p
HOTAIR,KDM6B
HOTAIR,SNAI1
HOTAIR,PCDHB5
PTCSC1,DHX9
CBR3-AS1,TJP1
miR-34c-5p,CBR3-AS1
TLR3,lnc-IL7R
UCA1,PPP1R13L
BDNF-AS,CDC42
BDNF-AS,CCNE1
BDNF-AS,BDNF
LINC00511,CDKN1C
NKILA,NFKB1
POU5F1,AK055347
TUG1,CTNNB1
TUG1,CCND1
TUG1,MYC
LNCRNA-ATB,miR-141-3p
TGFB2,LNCRNA-ATB
HOXA-AS2,CDKN1A
HOXA-AS2,KLF2
UCA1,CCND1
GAS5,IL10
GAS5,VEGFA
TUG1,BCL2
TUG1,CASP3
CCAT2,ZBTB7A
CCAT2,CDKN1A
CCAT1,miR-218-5p
ACTA2-AS1,ACTA2
TGFB1,UCA1
UCA1,SNAI1
UCA1,VIM
UCA1,CDH1
UCA1,TJP1
HULC,MYC
HULC,BCL2
MALAT1,CXCR4
LINC00052,ERBB3
PANDAR,CDKN2C
H19,miR-675-5p
HOTAIR,RB1
HOTAIR,CCNE1
LINC00261,CASP3
LINC00261,CASP9
TUG1,miR-145-5p
NOTCH1,TUG1
MALAT1,miR-155
MALAT1,FBXW7
HOTAIR,miR-126-3p
HOTAIR,VEGFA
HOTAIR,PIK3R2
SPRY4-IT1,TWIST1
SPRY4-IT1,VIM
SPRY4-IT1,CDH1
BANCR,MMP2
BANCR,MMP1
EWSAT1,MEG3
SPRY4-IT1,ELAVL1
SPRY4-IT1,CTNNB1
SPRY4-IT1,WNT3
SPRY4-IT1,WNT5B
H19,PMAIP1
ESR1,H19
YAP1,HOTAIR
YAP1,H19
YAP1,MALAT1
YAP1,LATS2-AS1-001
RB1,MEG3
CRNDE,miR-384
TP53TG1,YBX1
BX357664,TGFB1
BX357664,MAPK14
BX357664,HSPB1
GSEC,DHX36
PVT1,FOXM1
FOXM1,PVT1
H19,NOTCH1
91H,H19
91H,IGF2
SATB1,UCA1
HIC1,lncRNA-numb
NEAT1,ZEB1
SNHG7,FAIM2
H19,PPP1R13L
MEG3,TP53
UCA1,CDKN1B
CCDC26,PCNA
CCDC26,BCL2
MALAT1,IQGAP1
MALAT1,ANXA2
MALAT1,KRAS
WSPAR,EPCAM
WSPAR,SNAI2
miR-23b-3p,TUSC7
UCA1,miR-196a-5p
UCA1,CDKN1B
CYTOR,ERBB4
HOTTIP,BABAM2
HOTTIP,CDK2
HOTTIP,CCNA2
HOTTIP,TP53
BC032469,TERT
H19,FOXM1
PCBP2-OT1,CCNB1
PCBP2-OT1,CDC25C
PCBP2-OT1,SNAI1
PCBP2-OT1,CDH2
PCBP2-OT1,VIM
PCBP2-OT1,CDH1
H19,MTOR
H19,VEGFA
UCA1,miR-27b-3p
NEAT1,MYC
NEAT1,EIF4G1
NEAT1,MMP2
NEAT1,MMP7
CPS1-IT1,CASP3
CPS1-IT1,CASP9
TUG1,POU2F1
TUG1,miR-9-5p
MALAT1,BIRC7
CASC2,MAPK3
CASC2,MAPK1
CASC2,MAPK8
IRAIN,KLF2
IRAIN,CDKN2B
LINC00312,miR-197-3p
NEAT1,EZH2
HOTAIR,ABCC1
SPRY4-IT1,ZNF703
MALAT1,EGFL7
LINC01225,EGFR
NPTN-IT1,TP53
CHAST,PLEKHM1
NRCP,STAT1
NRCP,GPI
LINC-ROR,HNRNPD
LINC-ROR,PTBP1
LINC-ROR,MYC
TGFB1,AK056155
miR-217,MALAT1
NBAT1,DKK1
LUADT1,CDKN1B
NEAT1,MET
GPLD1,CDKN2B-AS1
LINC01426,RUNX1
RUNX1,MT1DP
YAP1,MT1DP
MT1DP,FOXA1
GAS5,miR-21-5p
FAS-AS1,FAS
MYC,H19
PANTR1,POU3F3
HOTAIR,ASTN1
HOTAIR,PCDHA1
HOTAIR,MUC5AC
HOTAIR,NTM
HOTAIR,PTK2B
AR,PCAT18
CDKN2B-AS1,CARD8
H19,EZH2
HGF,H19
MALAT1,EZH2
MALAT1,CDKN1A
MALAT1,CDKN1B
NEAT1,miR-506-3p
MALAT1,miR-200c
PCA3,PRKD3
SNAI1,PCA3
PCBP2-OT1,BMI1
PCBP2-OT1,CDKN1A
SMILR,HAS2
TGFB1,LNCRNA-ATB
PRAL,TP53
SNHG15,MMP2
SNHG15,MMP9
HULC,SPHK1
UCA1,GLS2
PTCSC3,S100A4
miR-1-3p,UCA1
ABALON,BCL2L1
YAP1,MALAT1
SRSF1,MALAT1
THRIL,TNF
IGF1,CRNDE
BALR-6,SP1
NDC80,BX647187
BC032469,TERT
CDKN2B-AS1,BCL2
CDKN2B-AS1,BAX
CDKN2B-AS1,CYCS
CDKN2B-AS1,DIABLO
CDKN2B-AS1,CASP9
CDKN2B-AS1,CASP3
CDKN2B-AS1,PARP1
CDKN2B-AS1,CDKN2B
CDKN2B-AS1,CDKN2B
BANCR,CCND1
BANCR,TSHR
AB073614,MAPK3
AB073614,MAPK1
FOXM1,FRGCA
BANCR,NFKB1
AFAP1-AS1,AFAP1
AFAP1-AS1,AFAP1
NUF2,AF339813
SP1,CDKN2B-AS1
BANCR,CDKN1A
TUSC7,miR-23b-3p
TP53,TUSC7
NOTCH1,AK022798
AK022798,ABCC1
AK022798,CASP3
AK022798,CASP8
BOK-AS1,CCN4
BANCR,MAPK14
BANCR,MAPK8
CDKN2B-AS1,KLF2
CDKN2B-AS1,CDKN1A
CDKN2B-AS1,miR-99a-5p
CDKN2B-AS1,miR-449a
AATBC,CCND1
AATBC,CDK4
AATBC,RB1
AATBC,CDKN2C
AATBC,CASP9
AATBC,CASP3
AATBC,MAPK8
AATBC,NFE2L2
AB074278,EMP1
TMPOP2,CDH1
miR-129-5p,GACAT3
BANCR,MAPK3
BANCR,MAPK1
BANCR,MAPK8
DNMT1,ADAMTS9-AS2
APTR,CDKN1A
CDKN2B-AS1,CDKN2B
CDKN2B-AS1,TGFB1
AK126698,CTNNB1
AK126698,NKD2
HEIH,EZH2
CDKN2B-AS1,CDKN2A
CDKN2B-AS1,CDKN2B
LOC285194,FLT1
BOK-AS1,BOK
CDKN2B-AS1,CDKN2B
lncRNA-LOWEG,LIFR
GAS5,PTEN
GAS5,BAX
GAS5,BAK1
GAS5,CASP3
GAS5,CASP9
CPS1-IT1,CPS1
GAS5,PDCD4
GAS5,PTEN
DBH-AS1,CDK6
DBH-AS1,CCND1
DBH-AS1,CCNE1
DBH-AS1,CDKN2A
DBH-AS1,CDKN1A
DBH-AS1,CDKN1B
HBX,DBH-AS1
TP53,DBH-AS1
DACOR1,CBS
FER1L4,PTEN
EGFR-AS1,EGFR
GHR,EGFR-AS1
DLX6-AS1,DLX6
DANCR,CTNNB1
CCDC26,KIT
GAS5,EGFR
GAS5,IGF1R
CCEPR,PCNA
AR,DRAIC
AR,PCAT29
FOXA1,DRAIC
FOXA1,PCAT29
CCAT1,BMI1
CASC2,miR-21-5p
EWSR1,EWSAT1
RPL13AP23,OS9
RPL13AP23,HIF1A
GAPLINC,CD44
MYC,CCAT1
FENDRR,FN1
FENDRR,MMP2
FENDRR,MMP9
FOXCUT,FOXC1
GAS5,E2F1
MTOR,GAS5
PI3K,GAS5
CCAT1,MYC
GHET1,MYC
GAS5,TP53
GAS5,E2F1
GAS5,CDK6
GAS5,CDK6
CCAT2,MYC
CCAT2,miR-17-5p
CCAT2,miR-20a-5p
CTBP1-AS,CTBP1
MYC,CCAT1
DLEU2,miR-15a-5p
DLEU2,miR-16-1-3p
GAS5,SNORD50A
HULC,SNAI1
HNF1A-AS1,RRM1
HNF1A-AS1,CEACAM5
HOTAIR,AR
ESR1,HOTAIR
H19,TP53
HOTAIR,HLA-G
YAP1,H19
H19,ZEB1
H19,VIM
H19,ZEB1
H19,ZEB2
MEG3,RAC1
BCAR4,SNIP1
BCAR4,PPP1R10
BCAR4,GLI2
DLEU2,MYB
PAX5,DLEU2
HOTAIR,EZH2
HOTAIR,SUZ12
HOTAIR,EED
HOTAIR,JAM2
HOTAIR,ABL2
HOTAIR,SNAI1
HOTAIR,LAMB3
HOTAIR,LAMC2
HOTAIR,HOXD10
HOTAIR,PRG1
HOTAIR,PCDH10
HOTAIR,PCDHB5
HOTAIR,PGR
HOTAIR,EPHA1
PTENP1,PTEN
PTENP1,PTEN
PTENP1,PTEN
PTENP1,ULK1
PTENP1,ATG7
PTENP1,SQSTM1
PTENP1,PHLPP1
HOTAIR,LAMTOR5
HOTAIR,KDM1A
HOTAIR,CCNA2
HOTAIR,EIF4E
HOTAIR,LDHA
HOTAIR,CCNA1
HOTAIR,MMP9
MALAT1,MIA2
MALAT1,ROBO1
MALAT1,GPC6
MALAT1,ADGRL2
MALAT1,CDCP1
MALAT1,ABCA1
MALAT1,DRD1
MALAT1,COL6A1
MALAT1,STC1
MALAT1,MCAM
MALAT1,PRKCE
MVIH,MMP2
MVIH,MMP9
NFE2L2,LUCAT1
GAS6-AS1,GAS6
TARID,TCF21
TARID,GADD45A
HOTAIR,miR-130a
MYC,HOTAIR
HOTAIR,PTEN
HOTAIR,SUZ12
HOTAIR,EZH2
miR-141,HOTAIR
HOTAIR,MMP1
HOTAIR,MMP3
COL1A1,HOTAIR
KMT2A,HOTAIR
KMT2C,HOTAIR
CREBBP,HOTAIR
EP300,HOTAIR
NBR2,PRKAG1
NBR2,PRKAA1
NBR2,PRKAA2
NBR2,PRKAB1
UCA1,MTOR
UCA1,STAT3
UCA1,miR-143
UCA1,HK2
LINC00462,PI3K
LINC00462,AKT1
MALAT1,PI3K
MALAT1,AKT1
HULC,PI3K
HULC,AKT1
CDKN2B-AS1,PI3K
CDKN2B-AS1,AKT1
LINC00473,STK11
LINC00473,NONO
CDKN2B-AS1,SLC2A1
CDKN2B-AS1,LDHA
CDKN2B-AS1,AKT1
CRNDE,MTOR
LNMICC,NPM1
LNMICC,FABP5
miR-190,LNMICC
TUG1,SIRT3
TUG1,GLUD1
SBF2-AS1,CDKN1A
SBF2-AS1,CDKN1A
SBF2-AS1,SUZ12
CASC9,LAMC2
CASC9,CREBBP
LUCAT1,DNMT1
LINC01672,BPTF
LINC01672,MMP3
LINC01672,MMP10
NSUN2,LINC01672
SNHG16,ZEB1
HOTAIR,CCND1
HOTAIR,HK2
XIST,EZH2
TUSC7,TMPRSS11E
LINC01503,DUSP6
LINC01503,MAPK1
LINC01503,MAPK3
LINC01503,PI3K
LINC01503,PA2G4
EZR-AS1,SMYD3
EZR-AS1,EZR
AK001796,MDM2
AK001796,TP53
CYTOR,EGFR
CASC2,PTEN
MALAT1,EZH2
MALAT1,NOTCH1
TTN-AS1,SNAI1
TTN-AS1,FSCN1
TTN-AS1,ELAVL1
HOTTIP,WDR5
HNF1A-AS1,VEGFA
HNF1A-AS1,MMP9
POU6F2-AS2,YBX1
MALAT1,POU5F1
MALAT1,NANOG
HOTAIR,EZH2
HOTAIR,CDH1
MALAT1,EZH2
MALAT1,EZH2
MALAT1,SUZ12
MALAT1,BMI1
MALAT1,TEAD1
MALAT1,VEGFA
MALAT1,ZEB1
MALAT1,ZEB2
MALAT1,SNAI2
MALAT1,CDH1
MALAT1,MTOR
MALAT1,RET
MALAT1,MMP9
MALAT1,MAPK3
MALAT1,MAPK1
LINC01118,miR-134
LINC01118,ABCC1
PVT1,SOX2
PVT1,RUNX2
PVT1,EZH2
PVT1,miR-214
DANCR,IGF2
HOXA11-AS,EZH2
HOXA11-AS,KDM1A
HOXA11-AS,DNMT1
HOXA11-AS,miR-1297
H19,miR-675
H19,CDH1
H19,SNAI2
H19,let-7
H19,HMGA2
H19,IGF2BP3
H19,MYC
H19,let-7
H19,HMGA2
H19,IGF2BP3
H19,MYC
CDKN2B-AS1,MET
CDKN2B-AS1,MMP3
CDKN2B-AS1,CBX7
CDKN2B-AS1,CDKN2B
CDKN2B-AS1,CDKN2A
HOXA11-AS,VEGFA
HOXA11-AS,MMP9
HOXA11-AS,CTNNB1
HOXA11-AS,CDH1
HOXA11-AS,SNAI1
HOXA11-AS,TWIST1
HOXA11-AS,VIM
HOTAIR,MMP9
HOTAIR,MMP3
HOTAIR,VIM
MEG3,PHLPP1
MEG3,JUN
MEG3,HIF1A
CERNA2,HMGA2
CERNA2,DICER1
CERNA2,MYC
CERNA2,IMP3
CERNA2,let-7b
LSINCT5,NEAT1
LSINCT5,PSPC1
LSINCT5,NEAT1
LSINCT5,PSPC1
LNCOC1,miR-34a
LNCOC1,miR-34c
H19,NFE2L2
H19,NQO1
H19,GSR
H19,G6PD
H19,GCLC
H19,GCLM
H19,GSTP1
ERLNC1,MMP2
ERLNC1,MMP3
HOTAIR,CCNE1
HOTAIR,BRCA1
HOTAIR,BCL2
HOTAIR,CASP3
HOTAIR,CASP9
HOTAIR,MMP9
PVT1,MYC
PVT1,MYC
MEG3,TP53
MEG3,GDF15
MEG3,RB1
AB073614,AKT1
XIST,XIAP
MALAT1,AURKB
MALAT1,LAYN
MALAT1,HMMR
MALAT1,SLC26A2
MALAT1,CCT4
MALAT1,PTBP3
MALAT1,CTHRC1
MALAT1,FHL1
MALAT1,CXCL5
MALAT1,ELAVL1
PTEN,MALAT1
MALAT1,EPCAM
MALAT1,ITGB4
PTEN,MALAT1
MALAT1,EPCAM
MALAT1,ITGB4
MALAT1,miR-375
MALAT1,CDH2
PCDH10,MALAT1
MALAT1,CCAR2
MALAT1,TP53
MALAT1,CDH1
MALAT1,MIA2
MALAT1,HNF4G
MALAT1,ROBO1
MALAT1,CCT4
MALAT1,CTHRC1
MALAT1,IGF1R
MALAT1,miR-122
MALAT1,ELAVL1
MALAT1,TIA1
MALAT1,LATS1
MALAT1,YAP1
MALAT1,CDH1
TGFB1,MALAT1
MALAT1,RHOA
MALAT1,ROCK1
MALAT1,ROCK2
SYK,MALAT1
MALAT1,EZH2
MALAT1,AKAP9
MALAT1,CCL5
MALAT1,SP1
MALAT1,EZH2
MALAT1,MCL1
MALAT1,CDK6
MALAT1,miR-29a
MALAT1,miR-29b
HOTAIR,HELLS
HOTAIR,FOXA1
HOTAIR,FOXA2
STAT3,HOTAIR
HOTAIR,miR-326
HOTAIR,PHOX2A
HOTAIR,TP53
TP53,HOTAIR
HOTAIR,CTNNB1
HOTAIR,CHUK
HOTAIR,IKBKB
HOTAIR,IKBKG
HOTAIR,CCND1
HOTAIR,STAT3
FOXC1,HOTAIR
HOTAIR,EZH2
HOTAIR,SUZ12
HOTAIR,ABCB1
HOTAIR,PRC2
HOTAIR,MMP9
miR-34a,HOTAIR
HOTAIR,EZH2
HOTAIR,DNMT1
RHOC,HOTAIR
MRTFA,HOTAIR
SRF,HOTAIR
TGFB1,HOTAIR
HOTAIR,BCL2L2
HOTAIR,miR-545
HOTAIR,EGFR
